dummy,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price
1,8/4/2014,2,1,1270,7440,1,0,0,4,7,910,360,1949,0,98126,47.5285,-122.372,1040,7500,4
1,8/12/2014,4,2.75,2400,12469,1,0,2,4,8,1760,640,1958,0,98008,47.5861,-122.112,2400,10400,8.39
1,12/15/2014,2,1,870,7500,1,0,0,3,7,870,0,1947,0,98136,47.5465,-122.384,1240,5709,3.7995
1,4/28/2015,3,2.5,1850,1330,2.5,0,0,3,9,1560,290,2004,0,98115,47.6831,-122.325,1810,2071,8.27
1,11/14/2014,4,1.75,1720,3050,1.5,0,0,5,7,1040,680,1929,0,98116,47.5654,-122.384,1570,6100,4.6
1,4/30/2015,3,2.5,1640,5707,2,0,0,3,7,1640,0,1995,0,98031,47.4016,-122.209,1850,5827,3
1,9/25/2014,4,2.5,2050,12500,1,0,0,3,7,1300,750,1965,0,98198,47.42,-122.319,1790,7900,2.6
1,4/7/2015,3,1.75,2020,4800,1,0,0,4,8,1090,930,1926,0,98115,47.6726,-122.294,1680,4800,8.4
1,8/12/2014,4,3.5,2720,3000,2,0,0,3,9,2250,470,2014,0,98136,47.5371,-122.388,1600,4600,7.9
1,12/17/2014,4,1,1590,24330,1.5,0,0,3,6,1140,450,1942,0,98168,47.4906,-122.309,1000,16228,2.91
1,5/22/2014,2,1,940,8532,1,0,0,4,7,940,0,1959,0,98166,47.4814,-122.343,1050,8100,2.4995
1,3/23/2015,3,1.75,1570,15330,1,0,0,3,7,1080,490,1956,0,98166,47.4608,-122.34,1250,13330,3.71
1,8/18/2014,3,1,1160,7491,1,0,0,4,6,1160,0,1917,0,98177,47.7024,-122.359,1800,2267,4.175
1,6/26/2014,3,1.5,1090,8160,1,0,0,3,7,1090,0,1967,2014,98058,47.4551,-122.175,1260,7560,2.67
1,5/5/2015,3,1.75,1680,8725,1,0,0,3,8,1240,440,1978,0,98023,47.3107,-122.397,2020,8352,2.6
1,2/3/2015,4,2.5,3360,40471,2,0,0,4,10,3360,0,1994,0,98077,47.742,-122.035,3150,36823,8.45
1,10/17/2014,5,2.75,2930,10148,2,0,0,3,9,2930,0,2002,0,98059,47.4887,-122.145,2930,8425,2.57
1,4/28/2015,2,1,1570,5000,1.5,0,3,4,8,1570,0,1924,0,98144,47.5955,-122.294,1760,3000,8
1,8/25/2014,2,2,1180,3200,1,0,1,4,6,590,590,1945,0,98136,47.5275,-122.383,1350,4000,3.6
1,3/16/2015,3,2.5,1800,3074,2,0,0,3,7,1800,0,2003,0,98072,47.7631,-122.149,1610,2929,4.47
1,8/20/2014,4,2.5,3110,11397,2,0,3,4,10,3110,0,1984,0,98006,47.5623,-122.106,3110,11586,9.6
1,4/21/2015,5,4,4440,9270,1,0,0,5,10,2220,2220,1968,0,98040,47.5708,-122.212,2720,9614,13
1,4/29/2015,3,1.75,1820,78408,1,0,0,3,6,1220,600,1950,0,98042,47.3364,-122.128,1340,78408,3.09933
1,1/26/2015,6,2.75,2730,5000,1,0,0,3,8,1780,950,1962,0,98107,47.6751,-122.38,2090,5000,7.33
1,2/23/2015,3,1.5,1540,11858,1,0,0,4,7,1540,0,1966,0,98059,47.4755,-122.157,1550,11473,3.575
1,6/26/2014,3,1,1750,7800,1,0,0,4,7,1150,600,1956,0,98166,47.4596,-122.343,1750,7560,3.2995
1,10/7/2014,3,1,1130,5758,1,0,0,3,7,960,170,1939,0,98199,47.6413,-122.401,1510,6000,4.85
1,1/7/2015,5,2.5,2990,15085,2,0,0,3,9,2990,0,2007,0,98011,47.746,-122.218,3150,13076,6.25
1,7/14/2014,3,1.5,1540,13475,1,0,0,4,7,1540,0,1972,0,98059,47.4766,-122.153,1550,13475,2.7
1,12/30/2014,3,2.5,1460,8800,1,0,0,4,7,1460,0,1956,0,98040,47.5895,-122.232,2200,8800,6.85
1,10/8/2014,2,2.5,2310,3313,2,0,0,3,9,2310,0,2006,0,98119,47.6318,-122.365,2700,5670,12.5
1,11/10/2014,4,2.5,1785,2552,2,0,0,3,8,1785,0,2009,0,98030,47.3582,-122.2,1691,2700,2.82
1,9/16/2014,3,1,1500,6600,1,0,0,2,6,1500,0,1970,0,98168,47.4845,-122.33,1730,6600,2.43
1,6/9/2014,3,1.75,1710,10800,1,0,0,4,7,1710,0,1958,0,98028,47.7391,-122.241,1890,10800,3.68
1,4/21/2015,3,2,1760,7147,1,0,0,4,6,880,880,1936,0,98055,47.4799,-122.232,1720,7147,2.875
1,9/12/2014,4,3.25,2830,4000,2,0,0,3,9,1910,920,1912,2012,98144,47.5845,-122.291,2740,4000,10.3
1,1/8/2015,2,1,1802,11225,1,0,0,3,7,1802,0,1961,0,98125,47.7205,-122.323,1810,7332,3.2
1,1/5/2015,3,2.5,2370,6840,2,0,0,3,9,2370,0,1987,0,98119,47.6503,-122.366,1590,4400,3.00523
1,8/13/2014,5,2.75,3260,9253,2,0,0,3,8,3260,0,2004,0,98042,47.3674,-122.07,2770,8067,3.65
1,2/19/2015,4,2,2000,5000,1.5,0,0,5,7,2000,0,1925,0,98144,47.5787,-122.293,2200,5000,6.3
1,3/5/2015,3,2.5,2100,5112,2,0,0,3,8,2100,0,1999,0,98065,47.5338,-121.867,2100,4370,4.999
1,8/20/2014,3,1,1350,3090,1.5,0,0,5,6,1350,0,1914,0,98103,47.682,-122.348,1350,3090,4
1,9/17/2014,5,3.25,3500,7254,2,0,0,3,8,2760,740,2005,0,98065,47.5444,-121.881,2820,6317,6.325
1,12/2/2014,4,2.5,2240,7245,1,0,0,4,7,1140,1100,1972,0,98034,47.7161,-122.17,1740,7350,4.75
1,10/16/2014,3,3.25,1370,1194,3,0,0,3,8,1370,0,2005,0,98107,47.6704,-122.391,1320,1217,4.6
1,4/20/2015,3,3.25,4110,20900,2,0,0,3,9,2630,1480,2002,0,98006,47.5506,-122.187,2640,14700,9.25
1,4/17/2015,3,2.5,3160,286181,2,0,3,3,9,3160,0,2002,0,98010,47.3401,-121.946,2110,94663,5.79
1,10/3/2014,5,2.75,2930,7663,2,0,0,3,9,2930,0,2013,0,98056,47.5308,-122.184,2750,10335,7.18
1,5/23/2014,3,2.5,2510,5400,2,0,0,3,9,2510,0,1992,0,98056,47.5204,-122.206,1840,5400,5.5
1,12/16/2014,4,1,2210,4366,2,0,0,3,8,2210,0,1901,0,98122,47.6105,-122.309,1740,1745,5.89
1,7/21/2014,3,1,1010,8848,1,0,0,4,7,1010,0,1968,0,98003,47.2742,-122.299,1380,10650,2.299
1,6/24/2014,3,1,1100,4128,1,0,0,4,7,720,380,1942,0,98126,47.5296,-122.379,1510,4538,3.39
1,4/23/2015,3,2.25,1190,1022,3,0,0,3,8,1190,0,1998,0,98103,47.6972,-122.349,1210,1171,3.5
1,8/5/2014,2,1,870,5000,1,0,0,3,6,870,0,1949,0,98126,47.5186,-122.375,820,5000,2.35
1,3/27/2015,5,3.25,4230,21455,2,0,0,3,10,2720,1510,1990,0,98074,47.6375,-122.015,3280,22393,8.75
1,9/23/2014,3,2.5,1520,9864,1,0,0,3,7,1160,360,1993,0,98092,47.3186,-122.171,1580,7425,2.4
1,4/17/2015,3,2.25,1400,1078,2,0,0,3,8,940,460,2009,0,98144,47.5701,-122.288,1420,1230,4.301
1,7/16/2014,4,1.75,2170,9525,1,0,0,3,8,2170,0,1960,0,98040,47.5685,-122.217,1910,9525,8.42
1,7/22/2014,3,2.75,2290,14810,1,0,0,5,7,1400,890,1967,0,98056,47.5343,-122.185,2540,8640,4.81
1,4/14/2015,6,3.75,3810,6663,2,0,0,4,8,3810,0,1977,0,98103,47.6938,-122.34,1610,4561,7.52
1,5/21/2014,3,1.75,1390,10905,1,0,0,3,6,860,530,1957,0,98106,47.5517,-122.36,1390,10839,2.7
1,4/28/2015,3,2.25,1850,12000,1,0,0,4,7,1300,550,1977,0,98072,47.7408,-122.101,1580,12616,4.695
1,5/22/2014,1,1,550,1279,2,0,0,3,7,550,0,2008,0,98122,47.616,-122.314,1460,1385,3.53
1,3/30/2015,4,1.75,2390,17717,1,0,0,4,8,2390,0,1964,0,98040,47.5755,-122.218,2390,10730,9.2625
1,9/8/2014,3,1.75,1530,5000,1,0,2,3,7,1020,510,1948,0,98117,47.6806,-122.36,1530,5000,6.35
1,7/26/2014,2,1,900,4397,1,0,0,3,6,900,0,1918,0,98055,47.4851,-122.205,1430,4500,2.05
1,3/12/2015,4,2,1764,15600,1,0,0,5,7,1764,0,1942,0,98058,47.4318,-122.181,1490,22387,3.4995
1,3/25/2015,3,3.5,3600,37982,2,0,0,4,8,3600,0,1996,0,98014,47.6982,-121.917,2050,18019,6.6
1,2/2/2015,3,1.75,2000,5680,1,0,0,4,7,1080,920,1903,0,98117,47.6805,-122.366,1230,4535,5.19
1,1/5/2015,2,2.5,1360,2070,2,0,0,3,8,1360,0,1999,0,98102,47.6423,-122.329,1920,2092,7.55
1,10/16/2014,2,1,1230,7560,1,0,0,3,7,1230,0,1961,0,98133,47.7298,-122.34,1270,7560,3.43
1,1/22/2015,5,2.25,2650,9140,1,0,1,3,8,1350,1300,1965,0,98177,47.7772,-122.387,2700,7800,5.36
1,5/15/2014,4,2.5,3240,20301,2,0,0,3,10,3240,0,1985,0,98052,47.719,-122.114,3010,23650,7.494
1,12/26/2014,3,1.5,1190,10116,1,0,0,3,7,1190,0,1968,0,98042,47.385,-122.085,1190,9905,1.60134
1,3/12/2015,4,1.5,1660,6617,1,0,0,5,7,1660,0,1947,0,98155,47.739,-122.323,950,7440,3.995
1,6/10/2014,2,1,1220,3000,1,0,0,3,7,920,300,1926,0,98117,47.6823,-122.365,1270,3000,4.99
1,2/27/2015,4,3.75,3790,8797,2,0,0,3,11,3290,500,2006,0,98039,47.6351,-122.236,2660,12150,18.7
1,10/6/2014,4,2.5,3320,244807,2,0,0,3,9,3320,0,2001,0,98010,47.3637,-121.955,2530,217800,6.75
1,5/19/2014,2,2.25,1540,958,3,0,0,3,9,1540,0,2007,0,98122,47.6179,-122.318,1410,958,6.4
1,7/22/2014,3,1.75,1750,10870,1,0,0,5,7,1750,0,1968,0,98056,47.4989,-122.188,1230,10868,3.8
1,2/12/2015,2,2,1120,1039,2,0,0,3,7,840,280,2007,0,98144,47.5788,-122.315,1130,5400,3.8095
1,12/12/2014,4,3.5,2760,4000,2,0,2,3,8,2000,760,1926,2014,98126,47.5687,-122.374,1690,4000,7.65
1,7/14/2014,2,1.75,1460,4800,1,0,0,5,7,850,610,1950,0,98103,47.6928,-122.339,2050,5592,5.4
1,5/6/2015,4,2.5,1710,5000,1,0,0,3,8,1110,600,1979,0,98115,47.6772,-122.285,1750,5304,6.37
1,3/16/2015,4,2.5,2250,10160,2,0,0,5,8,2250,0,1967,0,98040,47.5645,-122.219,2660,10125,10.6
1,8/18/2014,5,1.75,1770,15525,1,0,0,4,7,1770,0,1959,0,98059,47.5025,-122.142,1370,10395,2
1,5/6/2015,3,2.25,1910,35015,1,0,0,4,8,1430,480,1977,0,98027,47.4672,-122.006,2340,36680,5.32
1,3/11/2015,4,1.5,1600,6180,1.5,0,0,3,6,1600,0,1946,0,98118,47.5681,-122.285,1410,6180,6.45
1,4/22/2015,2,1,830,4000,1,0,0,4,6,830,0,1947,0,98117,47.6909,-122.381,1420,4000,4.55
1,2/23/2015,4,2.5,2560,5102,2,0,0,3,8,2560,0,2013,0,98092,47.3404,-122.181,2586,5059,3.795
1,6/9/2014,3,1,1410,5060,1,0,0,4,7,910,500,1956,0,98133,47.7073,-122.34,1130,5693,4.1
1,7/9/2014,1,1,730,1942,1,0,0,3,7,730,0,2008,0,98144,47.5939,-122.299,1020,2183,3.215
1,10/27/2014,4,2.5,2050,10271,2,0,0,3,7,2050,0,1998,0,98042,47.3628,-122.075,2050,8103,3.315
1,9/5/2014,3,2.5,3110,9015,2,0,0,3,9,3110,0,1990,0,98058,47.4369,-122.147,2650,8960,4.85
1,5/4/2015,4,1.5,2100,4560,1.5,0,0,4,8,2100,0,1912,0,98103,47.6497,-122.336,1930,4560,10
1,5/6/2015,4,1.75,2350,7574,1,0,0,3,8,1720,630,1979,0,98027,47.5634,-122.087,2220,8496,7.25
1,4/13/2015,4,1,1500,6388,1.5,0,0,4,7,1500,0,1951,0,98126,47.5303,-122.378,980,5366,3.99
1,6/15/2014,3,1,1110,12150,1,0,0,4,7,1110,0,1957,0,98008,47.6034,-122.122,1490,8200,4.16
1,2/13/2015,3,2,1430,12430,1,0,0,4,7,1430,0,1957,0,98056,47.4903,-122.178,1200,8250,3.05
1,7/23/2014,3,2.25,1760,10013,2,0,0,4,8,1760,0,1983,0,98056,47.5336,-122.189,1810,9768,4.5
1,5/19/2014,4,2.25,2110,10698,2,0,0,4,8,2110,0,1979,0,98027,47.5614,-122.082,2220,8252,5.65
1,3/16/2015,3,2.25,3070,9645,2,0,0,3,10,2110,960,1987,0,98006,47.5522,-122.144,3130,9450,12
1,3/31/2015,3,1.75,2110,7129,1,0,0,3,8,1280,830,1982,0,98052,47.7219,-122.102,1810,8674,5.4
1,5/10/2014,5,2.75,3060,7015,1,0,0,5,8,1600,1460,1979,0,98146,47.5052,-122.372,2190,7600,5.499
1,7/29/2014,3,2.5,2050,5694,2,0,2,3,8,2050,0,2004,0,98065,47.5331,-121.855,2680,7187,4.57
1,10/27/2014,2,1,840,3860,1,0,0,4,6,840,0,1909,0,98117,47.6842,-122.365,1390,3860,3.615
1,10/14/2014,3,3.25,1720,936,2,0,0,3,8,1030,690,2004,0,98112,47.6201,-122.309,1720,1527,6.49
1,10/14/2014,3,1,1310,3963,1,0,0,5,7,1310,0,1986,0,98052,47.6826,-122.096,1010,3363,4.2
1,5/22/2014,4,2.25,2350,8140,1,0,0,4,8,1430,920,1977,0,98006,47.5579,-122.129,2640,8700,5.55
1,5/16/2014,3,2.5,1480,1663,2,0,0,3,9,1180,300,2012,0,98126,47.5443,-122.375,1380,1537,3.41
1,7/21/2014,4,1,2420,15520,2,0,0,4,7,2420,0,1945,0,98006,47.5744,-122.137,1630,9965,5.5
1,12/15/2014,4,2.75,3000,6222,2,0,0,3,9,3000,0,2004,0,98029,47.5582,-122.025,3340,7222,7.05
1,6/5/2014,4,3.75,2810,10840,2,0,2,4,8,2070,740,1994,0,98045,47.4861,-121.804,2370,11248,4.92
1,2/12/2015,4,2.5,3170,5340,2,0,0,3,7,3170,0,2000,0,98059,47.4911,-122.138,3010,5340,5.05
1,6/23/2014,5,2.5,3390,9760,1,0,0,5,8,1750,1640,1978,0,98058,47.4462,-122.137,2360,9600,4.6
1,9/9/2014,4,2.5,2020,7200,1,0,0,5,7,1010,1010,1968,0,98034,47.7289,-122.201,1620,7275,4.95
1,7/25/2014,3,1,1750,8820,1,0,0,4,7,1750,0,1961,0,98032,47.3608,-122.29,1400,9600,2.34
1,5/15/2014,4,2.5,2680,9185,2,0,0,3,9,2680,0,1989,0,98029,47.5738,-121.992,2810,8505,6.2
1,7/10/2014,5,4.25,6070,171626,2,0,0,3,12,6070,0,1999,0,98024,47.5954,-121.95,4680,211267,15.5
1,10/9/2014,3,2.5,4010,12105,1,0,3,5,11,2600,1410,1983,0,98006,47.554,-122.151,4010,15081,15.1
1,12/22/2014,4,2.5,2460,7800,1,0,0,3,8,1500,960,1977,0,98023,47.3081,-122.384,2210,7800,2.615
1,10/14/2014,3,1,1180,7200,1.5,0,0,4,7,1180,0,1949,0,98133,47.7121,-122.333,2240,7875,4.25
1,9/11/2014,3,2.5,2120,6840,1,0,0,3,7,1220,900,1984,0,98092,47.278,-122.145,1820,8200,2.48
1,12/19/2014,2,1.5,1290,1749,1,0,0,3,8,660,630,1969,0,98008,47.6118,-122.116,1860,1749,2.685
1,5/23/2014,4,3,3680,5854,1,0,3,3,10,2060,1620,1967,0,98199,47.6327,-122.395,3140,5000,9.8
1,6/2/2014,3,2.75,2180,7519,1,0,0,4,7,1310,870,1981,0,98052,47.6959,-122.125,1510,7107,5.685
1,2/5/2015,3,2,1680,5036,1,0,1,4,7,1680,0,1987,0,98055,47.4734,-122.186,1680,4921,3.7
1,12/1/2014,3,2.5,1880,5290,1,0,0,3,8,1250,630,1974,0,98108,47.5401,-122.3,2030,5092,3.55
1,6/7/2014,4,2.5,2460,4200,2,0,0,3,8,2460,0,1998,0,98074,47.6041,-122.02,2460,4200,5.685
1,6/18/2014,5,2.5,3600,17300,1,0,0,4,8,2410,1190,1968,0,98166,47.4468,-122.341,2620,30200,4.035
1,9/4/2014,3,2.25,1650,10000,2,0,0,3,7,1650,0,1988,0,98198,47.3862,-122.315,1420,10000,2.6675
1,5/23/2014,4,1.75,1830,9600,1,0,0,4,7,1010,820,1966,0,98006,47.5728,-122.125,1910,11100,4.33
1,1/14/2015,3,1.75,2300,41900,1,0,0,4,8,1310,990,1939,0,98168,47.477,-122.292,1160,8547,3.2
1,3/18/2015,2,1,1120,6380,1,0,0,3,7,1120,0,1942,1994,98115,47.6951,-122.316,1230,6380,4.38
1,10/30/2014,2,2.5,1700,6635,2,0,0,4,8,1700,0,1976,0,98052,47.6655,-122.13,1700,6635,4.07
1,3/12/2015,2,1,900,7500,1,0,0,3,5,900,0,1940,0,98198,47.4177,-122.319,1350,7500,1.44975
1,3/13/2015,3,2.25,1590,8520,2,0,0,4,8,1590,0,1980,0,98004,47.6477,-122.216,2470,12005,12.1
1,5/6/2014,2,1,1030,4400,1,0,0,3,7,1030,0,1924,0,98117,47.681,-122.361,1400,4200,4.69
1,3/4/2015,3,2.5,1920,1896,3,0,3,3,8,1920,0,2000,0,98103,47.6616,-122.356,1670,2994,7.81
1,2/23/2015,4,2,1390,745,3,0,0,3,7,1390,0,2008,0,98027,47.5393,-122.026,1390,942,3.02059
1,4/17/2015,3,1.75,2140,13598,1.5,0,0,4,7,1620,520,1970,0,98014,47.7139,-121.321,930,10150,3.75
1,5/1/2015,4,2.25,2320,13114,2,0,0,5,8,2320,0,1967,0,98040,47.5762,-122.239,2740,15000,12
1,6/24/2014,3,1,850,6906,1,0,0,3,6,850,0,1948,0,98155,47.7441,-122.314,1150,6907,3.25
1,9/6/2014,3,1.75,2090,12026,1,0,0,4,7,2090,0,1948,0,98002,47.3095,-122.217,1700,9496,2.485
1,9/8/2014,3,1,840,8470,1,0,0,4,6,840,0,1961,0,98023,47.3275,-122.338,840,8450,1.6995
1,9/2/2014,2,1,840,5400,1,0,0,4,7,840,0,1948,0,98118,47.5489,-122.271,1340,5400,3.891
1,2/25/2015,3,1.75,1490,5000,1,0,1,3,8,1250,240,1954,0,98136,47.5257,-122.392,1980,5000,5.65
1,11/6/2014,4,2.5,2470,2550,3,0,0,3,8,2470,0,2004,0,98117,47.6765,-122.389,1270,3060,7.35
1,5/30/2014,3,2.5,2780,11964,2,0,0,3,9,2780,0,2009,0,98034,47.7127,-122.216,1760,9640,8.255
1,12/9/2014,4,2.5,2009,4800,2,0,0,3,8,2009,0,2012,0,98092,47.2586,-122.2,1798,4800,2.79
1,7/16/2014,2,2.5,1290,1445,3,0,0,3,8,1290,0,1999,0,98117,47.6955,-122.376,1470,1503,3.505
1,1/30/2015,4,2,2130,8400,1,0,0,3,7,1350,780,1962,0,98031,47.4133,-122.209,1550,8596,2.5
1,9/23/2014,3,1.5,1270,7128,1,0,0,4,6,1270,0,1954,0,98198,47.422,-122.321,1270,7986,2.125
1,5/2/2014,3,2,2710,4500,1.5,0,0,4,8,1880,830,1929,0,98115,47.6747,-122.295,2060,4500,8.05
1,12/10/2014,4,2.5,2000,5500,2,0,0,3,8,2000,0,2003,0,98038,47.3552,-122.014,2000,5512,3.6
1,6/3/2014,3,1.5,1200,4800,1,0,0,4,7,1200,0,1962,0,98007,47.6084,-122.136,1510,7668,4
1,2/3/2015,5,4.5,5620,5800,3,0,3,3,11,4700,920,1999,0,98199,47.6482,-122.412,2360,5800,15.7
1,11/17/2014,4,1.75,1920,6000,1,0,0,4,7,960,960,1954,0,98125,47.7137,-122.315,1850,7200,4.55
1,12/16/2014,3,2.25,1750,9353,1,0,0,3,7,1210,540,1987,0,98034,47.7305,-122.225,1930,8545,4.34
1,10/8/2014,4,2.5,3230,7187,2,0,0,3,9,3230,0,2008,0,98059,47.4995,-122.15,2950,6537,5.7
1,3/24/2015,3,2.5,2400,6182,2,0,0,3,8,2400,0,1998,0,98065,47.5363,-121.87,2420,5829,5.23
1,5/20/2014,4,2,1700,6025,1,0,0,3,6,1700,0,1978,0,98002,47.3029,-122.221,1320,5956,2.06
1,8/6/2014,3,2.5,1940,9874,2,0,0,3,7,1940,0,1990,0,98042,47.3794,-122.113,1860,8875,2.85
1,4/8/2015,3,1,1430,5000,1,0,0,3,7,1430,0,1949,0,98117,47.6895,-122.37,1210,5000,5.525
1,9/5/2014,3,3.75,2380,3600,1.5,0,0,3,7,1690,690,1927,0,98112,47.6374,-122.307,1990,3520,6.95
1,4/2/2015,4,3.25,2630,2550,2,0,0,3,10,2030,600,2006,0,98117,47.6775,-122.385,1810,2600,8.55
1,8/20/2014,2,1,930,5077,1,0,0,3,6,930,0,1939,0,98133,47.7095,-122.35,1080,5803,3.58
1,2/24/2015,4,1.5,1410,10648,1,0,0,4,7,1410,0,1966,0,98030,47.3736,-122.188,1410,10522,1.39
1,2/23/2015,3,1.75,1340,3900,2,0,0,5,7,1340,0,1900,0,98107,47.6711,-122.379,1470,1611,6.35
1,11/20/2014,2,2.25,1330,1380,2,0,0,3,8,1060,270,2005,0,98116,47.577,-122.41,1580,4802,4.79
1,4/24/2015,4,2.5,2040,7000,1,0,0,3,7,1250,790,1979,0,98031,47.4056,-122.176,1900,7378,2.649
1,3/2/2015,2,2.5,1090,13444,2,0,0,3,7,1090,0,2007,0,98198,47.4166,-122.319,1380,6000,2.04
1,12/16/2014,4,2.5,2010,16020,1.5,0,0,5,8,2010,0,1962,0,98059,47.4821,-122.108,1420,16020,4.3
1,11/13/2014,3,2.5,1800,3265,2,0,0,3,8,1800,0,2014,0,98065,47.5338,-121.841,1800,3663,4.37718
1,7/22/2014,2,2,1380,5840,1,0,0,3,7,1380,0,1988,0,98011,47.7732,-122.172,1810,5035,3.35
1,1/12/2015,3,2.5,1800,7318,2,0,0,3,8,1800,0,1989,0,98029,47.5747,-122.008,1800,5414,4.95
1,10/28/2014,4,3.5,2770,10505,2,0,0,3,8,2770,0,1940,2015,98133,47.7412,-122.355,1760,10505,2.85
1,5/8/2015,5,1.5,1840,8050,1.5,0,0,4,7,1840,0,1962,0,98198,47.3668,-122.312,1690,8151,2.85
1,12/8/2014,3,1,780,3540,1,0,0,2,6,780,0,1920,0,98118,47.565,-122.291,1260,3540,1.8
1,1/29/2015,4,1,1010,7515,1,0,0,4,6,1010,0,1955,0,98198,47.4174,-122.316,1330,7515,2.48
1,6/17/2014,4,3,3700,20570,1,0,0,4,10,1850,1850,1976,0,98004,47.6212,-122.224,3080,17595,17.3
1,9/27/2014,2,1,1760,27332,1,1,4,4,7,1300,460,1951,0,98198,47.3799,-122.325,2590,16630,5
1,4/30/2015,3,1.5,1090,5003,1,0,0,3,7,1090,0,1962,0,98125,47.703,-122.321,1540,5279,3.5
1,6/23/2014,4,2.5,2400,7351,2,0,0,3,9,2400,0,1990,0,98029,47.5707,-122.022,2330,7756,6.5
1,3/16/2015,4,3.5,3920,11086,2,0,0,3,10,3920,0,1999,0,98065,47.5416,-121.869,3740,10880,8.25
1,9/16/2014,6,3,2400,9373,2,0,0,3,7,2400,0,1991,0,98002,47.3262,-122.214,2060,7316,2.8
1,8/25/2014,3,1.75,1360,5445,1,0,0,4,7,1360,0,1957,0,98008,47.6071,-122.123,1570,7840,4.5
1,7/25/2014,4,2.75,2390,7330,2,0,0,3,7,2390,0,1989,0,98023,47.3061,-122.359,1980,6735,2.82
1,6/25/2014,3,2.5,1860,3730,2,0,0,3,8,1860,0,2012,0,98019,47.7442,-121.984,2110,4509,3.0962
1,11/19/2014,3,1,1690,7700,1,0,0,4,7,1690,0,1969,0,98003,47.3444,-122.304,1590,7700,2.15
1,12/29/2014,2,1.5,1068,1158,2,0,0,3,7,1068,0,1990,0,98028,47.753,-122.244,1078,1278,2.07
1,5/11/2015,4,3.5,2490,5500,2,0,0,3,9,1780,710,2015,0,98136,47.5499,-122.393,1710,5500,8.99
1,1/26/2015,3,1.75,1930,13350,1,0,0,3,8,1930,0,1967,0,98023,47.3317,-122.365,2270,13350,2.95
1,3/3/2015,3,2.25,1230,11601,1,0,0,4,7,910,320,1992,0,98022,47.1955,-121.991,1820,8465,2.73
1,7/3/2014,3,2.5,2780,33503,1.5,0,1,4,8,2110,670,1969,0,98075,47.5844,-122.081,3150,15542,11.4
1,8/22/2014,4,2.5,3190,27806,2,0,0,3,9,3190,0,1997,0,98010,47.3425,-122.03,2810,28619,6.25
1,4/30/2015,5,2.75,2400,4900,2,0,0,3,8,2400,0,2011,0,98038,47.355,-122.057,2110,5696,4.05
1,5/19/2014,4,2.5,3430,64441,2,0,0,3,8,3430,0,2013,0,98077,47.7694,-122.064,3580,64441,7.4995
1,4/15/2015,3,3.75,3150,8550,2,0,0,3,10,3150,0,2007,0,98112,47.6387,-122.284,2510,8550,19
1,7/28/2014,4,2.5,2810,6146,2,0,0,3,9,2810,0,1998,0,98031,47.4045,-122.208,2810,6180,3.01
1,8/25/2014,5,2,3930,10150,1.5,0,0,4,8,3070,860,1968,0,98008,47.6317,-122.114,2200,8190,5.89
1,9/16/2014,4,2.5,3020,6788,2,0,0,3,7,3020,0,2002,0,98065,47.5346,-121.881,2640,5325,5.3
1,7/1/2014,4,2.5,3340,10422,2,0,0,3,10,3340,0,1996,0,98033,47.6515,-122.197,1770,9490,11.5
1,7/9/2014,3,1.75,2140,40098,1,0,0,5,8,1490,650,1950,0,98058,47.4296,-122.111,2220,35371,5.07
1,2/12/2015,2,1,1120,6236,1,0,0,4,6,1120,0,1954,0,98155,47.763,-122.291,1340,7784,3.25
1,9/23/2014,3,2.5,1910,4488,2,0,0,3,8,1910,0,1998,0,98007,47.6176,-122.14,1530,3696,6.17
1,3/18/2015,3,2.5,1550,8134,2,0,0,3,7,1550,0,1991,0,98031,47.404,-122.191,1550,8134,2.68
1,4/17/2015,4,2.5,2810,10951,2,0,0,3,8,2810,0,2003,0,98092,47.3249,-122.187,1680,6625,3.95
1,5/12/2014,4,2.5,2780,6369,1,0,0,3,8,1590,1190,1978,0,98034,47.7284,-122.216,2170,7490,5.05
1,9/23/2014,3,1,1720,16552,1,0,0,4,7,1720,0,1971,0,98059,47.4772,-122.153,1550,15457,3.549
1,3/23/2015,4,2.5,1960,5642,2,0,0,3,7,1960,0,1998,0,98092,47.3167,-122.187,1870,5250,3.08
1,12/29/2014,2,1.75,1180,904,2,0,0,3,10,780,400,2014,0,98102,47.6396,-122.329,1380,3610,6.59
1,12/22/2014,2,2,1700,7992,1,0,0,4,7,950,750,1980,0,98023,47.3031,-122.385,1700,8030,2.74
1,7/7/2014,3,2.5,3110,6765,2,0,1,4,9,2550,560,1946,0,98115,47.6886,-122.276,2630,7626,16.4
1,6/25/2014,4,2.5,3920,12415,2,0,0,3,10,3920,0,1997,0,98075,47.5658,-122.032,3639,12805,7.7
1,4/22/2015,4,2.5,2990,5400,2,0,0,3,8,2990,0,2005,0,98074,47.6122,-122.009,2890,6538,6.75
1,5/12/2015,2,0.75,750,16321,1,0,1,3,4,750,0,1936,0,98034,47.6985,-122.229,3020,10625,4.35
1,8/18/2014,4,1,1060,7200,1,0,1,3,6,880,180,1925,0,98118,47.5591,-122.268,1910,7200,5.1
1,9/9/2014,3,2.5,1520,7200,2,0,0,4,7,1520,0,1985,0,98030,47.3679,-122.182,1780,7210,1.58
